id,title,price,best_vendor,vendor_prices,vendor_count,url,vendor_urls,image_url,series,processor,graphics,memory,storage,display,wifi,battery,others
83Q7002UMJ,"LENOVO LEGION 5 15AHP11 83Q7002UMJ R7 250/16GB D5-5600/512GB G4/RTX5060 8GB/15.3"" WQXGA OLED/W11H+AI NOW/ECLIPSE BLACK/2YW",6199.00,"PC Image (RM 6,199.00)","PC Image: RM 6,199.00",1,https://store.pcimage.com.my/product/lenovo-legion-5-15ahp11-83q7002umj-r7-250-16gb-d5-5600-512gb-g4-rtx5060-8gb-15-3-wqxga-oled-w11h-ai-now-eclipse-black-2yw,PC Image: https://store.pcimage.com.my/product/lenovo-legion-5-15ahp11-83q7002umj-r7-250-16gb-d5-5600-512gb-g4-rtx5060-8gb-15-3-wqxga-oled-w11h-ai-now-eclipse-black-2yw,https://cdn1.sgliteasset.com/pcimagee/images/product/product-7411913/cached/kBy78dRm6a1163af93a9b_1779524527_webstore_listing_image1.jpg,PC Image - Lenovo,R7 250,RTX5060,16GB D5-5600,16GB D5-5600,"15.3"" WQXGA",,,
83S000CCMJ,"LENOVO LOQ 15ARP10E 83S000CCMJ R7-7735HS/16GB D5-4800/512GB G4/RTX3050 6GB/15.6"" FHD/W11H/HOME24/LUNA GREY/2YW",3899.00,"PC Image (RM 3,899.00)","PC Image: RM 3,899.00",1,https://store.pcimage.com.my/product/lenovo-loq-15arp10e-83s000ccmj-r7-7735hs-16gb-d5-4800-512gb-g4-rtx3050-6gb-15-6-fhd-w11h-home24-luna-grey-2yw,PC Image: https://store.pcimage.com.my/product/lenovo-loq-15arp10e-83s000ccmj-r7-7735hs-16gb-d5-4800-512gb-g4-rtx3050-6gb-15-6-fhd-w11h-home24-luna-grey-2yw,https://cdn1.sgliteasset.com/pcimagee/images/product/product-7411895/cached/amHDgF5u6a1163a17856f_1779524513_webstore_listing_image1.jpg,PC Image - Lenovo,,RTX3050,16GB D5-4800,16GB D5-4800,"15.6"" FHD",,,
83F0008RMJ,"LENOVO LEGION 5 15IAX10 83F0008RMJ CORE ULTRA 7 255HX/16GB D5/1TB G4/RTX5060 8GB GDDR7/15.1"" WQXGA/LENOVO AI NOW/W11H/ECLIPSE BLACK/2YW",7599.00,"PC Image (RM 7,599.00)","PC Image: RM 7,599.00",1,https://store.pcimage.com.my/product/lenovo-legion-5-15iax10-83f0008rmj-core-ultra-7-255hx-16gb-d5-1tb-g4-rtx5060-8gb-gddr7-15-1-wqxga-lenovo-ai-now-w11h-eclipse-black-2yw,PC Image: https://store.pcimage.com.my/product/lenovo-legion-5-15iax10-83f0008rmj-core-ultra-7-255hx-16gb-d5-1tb-g4-rtx5060-8gb-gddr7-15-1-wqxga-lenovo-ai-now-w11h-eclipse-black-2yw,https://cdn1.sgliteasset.com/pcimagee/images/product/product-7411874/cached/rmlrr8mw6a11639516f4d_1779524501_webstore_listing_image1.jpg,PC Image - Lenovo,CORE ULTRA 7 255HX,RTX5060,16GB D5,16GB D5,"15.1"" WQXGA",,,
83F0008QMJ,"LENOVO LEGION 5 15IAX10 83F0008QMJ CORE ULTRA 9 275HX/2*16GB D5-5600/1TB G4/RTX5070 8GB/15.1"" WQXGA/LENOVO AI NOW/W11H/ECLIPSE BLACK/2YW",8999.00,"PC Image (RM 8,999.00)","PC Image: RM 8,999.00 | Lenovo Official: RM 9,435.14",2,https://store.pcimage.com.my/product/lenovo-legion-5-15iax10-83f0008qmj-core-ultra-9-275hx-2-16gb-d5-5600-1tb-g4-rtx5070-8gb-15-1-wqxga-lenovo-ai-now-w11h-eclipse-black-2yw,PC Image: https://store.pcimage.com.my/product/lenovo-legion-5-15iax10-83f0008qmj-core-ultra-9-275hx-2-16gb-d5-5600-1tb-g4-rtx5070-8gb-15-1-wqxga-lenovo-ai-now-w11h-eclipse-black-2yw | Lenovo Official: https://www.lenovo.com/my/en/p/laptops/legion-laptops/legion-series/lenovo-legion-5i-gen-10-15-inch-intel/83f0008qmj,https://cdn1.sgliteasset.com/pcimagee/images/product/product-7411873/cached/US10KTki6a1163949a06a_1779524500_webstore_listing_image1.jpg,PC Image - Lenovo,Intel® Core™ Ultra 9 275HX Processor (E-cores up to 4.60 GHz P-cores up to 5.40 GHz),NVIDIA® Geforce RTX™ 5070 Laptop GPU 8GB GDDR7,32 GB DDR5-5600MT/s (SODIMM)(2 x 16 GB),1 TB SSD M.2 2242 PCIe Gen4 TLC,"15.1"" WQXGA (2560 x 1600), OLED, Glare, Non-Touch, HDR 600 True Black, 100%DCI-P3, 500 nits, 165 Hz",,,
83LK00C2MJ,"LENOVO LOQ 15IAX9E-83LK00C2MJ 15.6"" Laptop Luna Grey (i5-12450HX, 16GB DDR5-4800, 512GB SSD, RTX3050 6GB, 15.6"" FHD IPS, Win11, OfficeHome24, 2YW)",3699.00,"PC Image (RM 3,699.00)","PC Image: RM 3,699.00",1,https://store.pcimage.com.my/product/lenovo-loq-15iax9e-83lk00c2mj-i5-12450hx-16gb-d5-4800-512gb-g4-rtx3050-6gb-15-6-fhd-w11-home24-2yw-white-backlit-luna-grey,PC Image: https://store.pcimage.com.my/product/lenovo-loq-15iax9e-83lk00c2mj-i5-12450hx-16gb-d5-4800-512gb-g4-rtx3050-6gb-15-6-fhd-w11-home24-2yw-white-backlit-luna-grey,https://cdn1.sgliteasset.com/pcimagee/images/product/product-7411866/cached/mMjsClOz6a11639295a51_1779524498_webstore_listing_image1.jpg,PC Image - Lenovo,"i5-12450HX,",RTX3050,"16GB DDR5-4800,","16GB DDR5-4800,","15.6"" FHD",,,
83F500JEMJ,"LENOVO LEGION PRO 7 16IAX10H 83F500JEMJ/CORE ULTRA 9 275HX/2*16GB DDR5/1TB SSD/RTX5070TI 12GB/16"" WQXGA OLED 240HZ/W11H/ECLIPSE BLACK/3YW",14599.00,"PC Image (RM 14,599.00)","PC Image: RM 14,599.00",1,https://store.pcimage.com.my/product/lenovo-legion-pro-7-16iax10h-83f500jemj-core-ultra-9-275hx-2-16gb-d5-6400-1tb-ssd-g4-rtx5070ti-12gb-16-wqxga-oled-240hz-w11h-ai-now-per-key-,PC Image: https://store.pcimage.com.my/product/lenovo-legion-pro-7-16iax10h-83f500jemj-core-ultra-9-275hx-2-16gb-d5-6400-1tb-ssd-g4-rtx5070ti-12gb-16-wqxga-oled-240hz-w11h-ai-now-per-key-,https://cdn1.sgliteasset.com/pcimagee/images/product/product-7411859/cached/suZ4NHij6a11638f99422_1779524495_webstore_listing_image1.jpg,PC Image - Lenovo,CORE ULTRA 9 275HX,RTX5070TI,16GB DDR5,16GB DDR5,"16"" WQXGA",,,
83SC004UMJ,"LENOVO LOQ ESSENTIAL 15IRX11 83SC004UMJ/I5-13450HX/16GB DDR5/512GB G4/RTX5050 8GB/15.6"" FHD/W11H/WHITE BACKLIT/LUNA GREY/2YW",4799.00,"PC Image (RM 4,799.00)","PC Image: RM 4,799.00",1,https://store.pcimage.com.my/product/lenovo-loq-essential-15irx11-83sc004umj-i5-13450hx-16gb-ddr5-512gb-g4-rtx5050-8gb-15-6-fhd-w11h-white-backlit-luna-grey-2yw,PC Image: https://store.pcimage.com.my/product/lenovo-loq-essential-15irx11-83sc004umj-i5-13450hx-16gb-ddr5-512gb-g4-rtx5050-8gb-15-6-fhd-w11h-white-backlit-luna-grey-2yw,https://cdn1.sgliteasset.com/pcimagee/images/product/product-7411839/cached/InsVxNIQ6a11637f04d57_1779524479_webstore_listing_image1.jpg,PC Image - Lenovo,I5-13450HX,RTX5050,16GB DDR5,16GB DDR5,"15.6"" FHD",,,
83S00044MJ,"LENOVO LOQ 15ARP10E 83S00044MJ /R7-7735HS/16GB/512GB /RTX4050 6GB/15.6"" FHD/W11H/HOME24/LUNA GREY/2YW",4499.00,"PC Image (RM 4,499.00)","PC Image: RM 4,499.00",1,https://store.pcimage.com.my/product/lenovo-loq-15arp10e-83s00044mj-r7-7735hs-16gb-512gb-rtx4050-6gb-15-6-fhd-w11h-home24-luna-grey-2yw,PC Image: https://store.pcimage.com.my/product/lenovo-loq-15arp10e-83s00044mj-r7-7735hs-16gb-512gb-rtx4050-6gb-15-6-fhd-w11h-home24-luna-grey-2yw,https://cdn1.sgliteasset.com/pcimagee/images/product/product-7411838/cached/AQ4aY9UI6a11637a4f689_1779524474_webstore_listing_image1.jpg,PC Image - Lenovo,,RTX4050,16GB,16GB,"15.6"" FHD",,,
83DV019GMJ,"LENOVO LOQ 15IRX9 83DV019GMJ 15.6"" Gaming Laptop (i7-13650HX, 16GB DDR5, 512GB SSD, RTX4050 6GB, 15.6"" FHD 144HZ, Win11H, OfficeHome24, 2YW, Luna Grey)",4999.00,"PC Image (RM 4,999.00)","PC Image: RM 4,999.00",1,https://store.pcimage.com.my/product/lenovo-loq-15irx9-83dv019gmj-i7-13650hx-16gb-d5-4800-512gb-g4-extra-g4-rtx4050-6gb-15-6-fhd-144hz-w11h-home24-2yw-white-backlit-luna-grey,PC Image: https://store.pcimage.com.my/product/lenovo-loq-15irx9-83dv019gmj-i7-13650hx-16gb-d5-4800-512gb-g4-extra-g4-rtx4050-6gb-15-6-fhd-144hz-w11h-home24-2yw-white-backlit-luna-grey,https://cdn1.sgliteasset.com/pcimagee/images/product/product-7411828/cached/aaQlfw7J6a1163725a3ac_1779524466_webstore_listing_image1.jpg,PC Image - Lenovo,"i7-13650HX,",RTX4050,"16GB DDR5,","16GB DDR5,","15.6"" FHD 144HZ",,,
83DV01BTMJ,"Lenovo LOQ 15IRX9 83DV01BTMJ 15.6'' FHD IPS 144Hz Gaming Laptop Luna Grey (i5-13450HX, 16GB, 512GB SSD, RTX4050 6GB, Win11H)",4499.00,"PC Image (RM 4,499.00)","PC Image: RM 4,499.00",1,https://store.pcimage.com.my/product/lenovo-loq-15irx9-83dv01btmj-15-6-fhd-ips-144hz-gaming-laptop-luna-grey-i5-13450hx-16gb-512gb-ssd-rtx4050-6gb-w11-hs,PC Image: https://store.pcimage.com.my/product/lenovo-loq-15irx9-83dv01btmj-15-6-fhd-ips-144hz-gaming-laptop-luna-grey-i5-13450hx-16gb-512gb-ssd-rtx4050-6gb-w11-hs,https://cdn1.sgliteasset.com/pcimagee/images/product/product-7411826/cached/BeWNI8VU6a1163714279c_1779524465_webstore_listing_image1.jpg,PC Image - Lenovo,"i5-13450HX,",RTX4050,"16GB,","16GB,",15.6,,,
83F1004MMJ,"LENOVO LEGION 5 15AKP10 83F1004MMJ AI R7-350/2*16GB D5-5600/1TB G4(EXTRA SLOT)/RTX5060 8GB/15.1"" WQXGA OLED 165HZ/W11/LENOVO AI NOW/2YWUS/24-ZONE RGB BACKLIT/ECLIPSE BLACK GAMING LAPTOP",7399.00,"PC Image (RM 7,399.00)","PC Image: RM 7,399.00",1,https://store.pcimage.com.my/product/lenovo-legion-5-15akp10-83f1004mmj-ai-r7-350-2-16gb-d5-5600-1tb-g4-extra-slot-rtx5060-8gb-15-1-wqxga-oled-165hz-w11-lenovo-ai-now-2ywus-24-z,PC Image: https://store.pcimage.com.my/product/lenovo-legion-5-15akp10-83f1004mmj-ai-r7-350-2-16gb-d5-5600-1tb-g4-extra-slot-rtx5060-8gb-15-1-wqxga-oled-165hz-w11-lenovo-ai-now-2ywus-24-z,https://cdn1.sgliteasset.com/pcimagee/images/product/product-7411817/cached/Rt6VFDKC6a116360cb0f2_1779524448_webstore_listing_image1.jpg,PC Image - Lenovo,,RTX5060,16GB D5-5600,16GB D5-5600,"15.1"" WQXGA",,,
83JE00TQMJ,"LENOVO LOQ 15IRX10 83JE00TQMJ/I7-14700HX/16GB D5-5600/512GB G4(EXTRA G4)/RTX5050 8GB/15.6"" FHD 144HZ/W11H/HOME24+AI NOW/2YWPC/24-ZONE RGB BACKLIT/LUNA GREY GAMING LAPTOP",5699.00,"PC Image (RM 5,699.00)","PC Image: RM 5,699.00",1,https://store.pcimage.com.my/product/lenovo-loq-15irx10-83je00tqmj-i7-14700hx-16gb-d5-5600-512gb-g4-extra-g4-rtx5050-8gb-15-6-fhd-144hz-w11h-home24-ai-now-2ywpc-24-zone-rgb-back,PC Image: https://store.pcimage.com.my/product/lenovo-loq-15irx10-83je00tqmj-i7-14700hx-16gb-d5-5600-512gb-g4-extra-g4-rtx5050-8gb-15-6-fhd-144hz-w11h-home24-ai-now-2ywpc-24-zone-rgb-back,https://cdn1.sgliteasset.com/pcimagee/images/product/product-7411816/cached/A2f6sIOM6a1163605728b_1779524448_webstore_listing_image1.jpg,PC Image - Lenovo,I7-14700HX,RTX5050,16GB D5-5600,16GB D5-5600,"15.6"" FHD 144HZ",,,
83F1004LMJ,"LENOVO LEGION 5 15AKP10 83F1004LMJ AI R7-350/2*16GB D5-5600/1TB G4(EXTRA SLOT)/RTX5070 8GB/15.1"" WQXGA OLED 165HZ/W11/LENOVO AI NOW/2YWUS/24-ZONE RGB BACKLIT/ECLIPSE BLACK GAMING LAPTOP",7999.00,"PC Image (RM 7,999.00)","PC Image: RM 7,999.00",1,https://store.pcimage.com.my/product/lenovo-legion-5-15akp10-83f1004lmj-ai-r7-350-2-16gb-d5-5600-1tb-g4-extra-slot-rtx5070-8gb-15-1-wqxga-oled-165hz-w11-lenovo-ai-now-2ywus-24-z,PC Image: https://store.pcimage.com.my/product/lenovo-legion-5-15akp10-83f1004lmj-ai-r7-350-2-16gb-d5-5600-1tb-g4-extra-slot-rtx5070-8gb-15-1-wqxga-oled-165hz-w11-lenovo-ai-now-2ywus-24-z,https://cdn1.sgliteasset.com/pcimagee/images/product/product-7411813/cached/V03eEElS6a11635f078bd_1779524447_webstore_listing_image1.jpg,PC Image - Lenovo,,RTX5070,16GB D5-5600,16GB D5-5600,"15.1"" WQXGA",,,
83JH008VMJ,"LENOVO LOQ 17IRX10 83JH008VMJ I7-14700HX/16GB D5-5600/512GB G4(EXTRA G4)/RTX5060 8GB/17.3"" FHD 165HZ/W11H/2YWPC/24 ZONE RGB BACKLIT/LUNA GREY GAMING LAPTOP",6299.00,"PC Image (RM 6,299.00)","PC Image: RM 6,299.00",1,https://store.pcimage.com.my/product/lenovo-loq-17irx10-83jh008vmj-i7-14700hx-16gb-d5-5600-512gb-g4-extra-g4-rtx5060-8gb-17-3-fhd-165hz-w11h-2ywpc-24-zone-rgb-backlit-luna-grey-,PC Image: https://store.pcimage.com.my/product/lenovo-loq-17irx10-83jh008vmj-i7-14700hx-16gb-d5-5600-512gb-g4-extra-g4-rtx5060-8gb-17-3-fhd-165hz-w11h-2ywpc-24-zone-rgb-backlit-luna-grey-,https://cdn1.sgliteasset.com/pcimagee/images/product/product-7411801/cached/1HGPHlfc6a11634f1001e_1779524431_webstore_listing_image1.jpg,PC Image - Lenovo,I7-14700HX,RTX5060,16GB D5-5600,16GB D5-5600,"17.3"" FHD 165HZ",,,
83JE00W3MJ,"LENOVO LOQ 15IRX10 83JE00W3MJ/I7-14700HX/16GB D5-5600/512GB G4/RTX5060 8GB/15.6"" FHD/W11H/HOME24/2YWPC/24-ZONE RGB/LUNA GREY GAMING LAPTOP",6099.00,"PC Image (RM 6,099.00)","PC Image: RM 6,099.00",1,https://store.pcimage.com.my/product/lenovo-loq-15irx10-83je00w3mj-i7-14700hx-16gb-d5-5600-512gb-g4-rtx5060-8gb-15-6-fhd-w11h-home24-2ywpc-24-zone-rgb-luna-grey-gaming-laptop,PC Image: https://store.pcimage.com.my/product/lenovo-loq-15irx10-83je00w3mj-i7-14700hx-16gb-d5-5600-512gb-g4-rtx5060-8gb-15-6-fhd-w11h-home24-2ywpc-24-zone-rgb-luna-grey-gaming-laptop,https://cdn1.sgliteasset.com/pcimagee/images/product/product-7411798/cached/JOKa6XOs6a11634d8c8ef_1779524429_webstore_listing_image1.jpg,PC Image - Lenovo,I7-14700HX,RTX5060,16GB D5-5600,16GB D5-5600,"15.6"" FHD",,,
83LY004DMJ,"LENOVO Legion 5 15IRX10-83LY004DMJ 15.1"" Gaming Laptop Eclipse Black (i7-14700HX, 16GB DDR5, 1TB SSD, GeForce RTX5060 8GB, 15.1"" WQXGA OLED, Win11H, 2YW)",7199.00,"PC Image (RM 7,199.00)","PC Image: RM 7,199.00",1,https://store.pcimage.com.my/product/lenovo-legion-5-15irx10-83ly004dmj-15-1-gaming-laptop-eclipse-black-i7-14700hx-16gb-ddr5-1tb-ssd-geforce-rtx5060-8gb-15-1-wqxga-oled-win11h-,PC Image: https://store.pcimage.com.my/product/lenovo-legion-5-15irx10-83ly004dmj-15-1-gaming-laptop-eclipse-black-i7-14700hx-16gb-ddr5-1tb-ssd-geforce-rtx5060-8gb-15-1-wqxga-oled-win11h-,https://cdn1.sgliteasset.com/pcimagee/images/product/product-7411795/cached/nlsOKnNr6a11634a561cb_1779524426_webstore_listing_image1.jpg,PC Image - Lenovo,"i7-14700HX,",RTX5060,"16GB DDR5,","16GB DDR5,","15.1"" WQXGA",,,
83F5004VMJ,"Legion Pro 7i (16″, Gen 10)",14136.22,"Lenovo Official (RM 14,136.22)","Lenovo Official: RM 14,136.22 | PC Image: RM 15,999.00",2,https://www.lenovo.com/my/en/p/laptops/legion-laptops/legion-pro-series/legion-pro-7i-gen-10-16-inch-intel/83f5004vmj,Lenovo Official: https://www.lenovo.com/my/en/p/laptops/legion-laptops/legion-pro-series/legion-pro-7i-gen-10-16-inch-intel/83f5004vmj | PC Image: https://store.pcimage.com.my/product/lenovo-legion-pro-7-16iax10h-83f5004vmj-16-gaming-laptop-eclipse-black-u9-275hx-32gb-ddr5-1tb-ssd-rtx5080-16gb-16-wqxga-oled-win11h-3yw,https://p1-ofp.static.pub//fes/cms/2025/10/12/cq22o5msdad5to7arfxsmmf6bsu6n4599010.png,Lenovo Official,Intel® Core™ Ultra 9 275HX Processor (E-cores up to 4.60 GHz P-cores up to 5.40 GHz),NVIDIA® Geforce RTX™ 5080 Laptop GPU 16GB GDDR7,32 GB DDR5-6400MT/s (CSODIMM)(2 x 16 GB),1 TB SSD M.2 2242 PCIe Gen4 TLC,"16"" WQXGA (2560 x 1600), OLED, Glare, Non-Touch, HDR 1000 True Black, 100%DCI-P3, 500 nits, 240 Hz, Low Blue Light",,,"OS: Windows 11 Home Single Language 64 | Warranty: 3 Year Legion Ultimate Support | The Lenovo Legion Pro 7 is a high-performance gaming laptop with an Intel® Core™ Ultra 9 processor and NVIDIA® Geforce RTX™ 5080 GPU. It features a stunning 16"" WQXGA OLED display with 240Hz refresh rate, 32GB DDR5 memory, 1TB SSD storage, and Wi-Fi 7 connectivity."
83JC00HSMJ,"LENOVO LOQ 15ARP9-83JC00HSMJ 15.6"" Laptop Luna Grey (R5-7235HS, 12GB DDR5, 512GB SSD, RTX3050 6GB, 15.6"" FHD IPS, Win11H, OfficeHome24, 2YW)",3299.00,"PC Image (RM 3,299.00)","PC Image: RM 3,299.00",1,https://store.pcimage.com.my/product/lenovo-loq-15arp9-83jc00hsmj-15-6-laptop-luna-grey-r5-7235hs-12gb-ddr5-512gb-ssd-rtx3050-6gb-15-6-fhd-ips-win11h-officehome24-2yw,PC Image: https://store.pcimage.com.my/product/lenovo-loq-15arp9-83jc00hsmj-15-6-laptop-luna-grey-r5-7235hs-12gb-ddr5-512gb-ssd-rtx3050-6gb-15-6-fhd-ips-win11h-officehome24-2yw,https://cdn1.sgliteasset.com/pcimagee/images/product/product-7411778/cached/9V4POXTa6a11633a3514c_1779524410_webstore_listing_image1.jpg,PC Image - Lenovo,,RTX3050,"12GB DDR5,","12GB DDR5,","15.6"" FHD",,,
83F3002PMJ,"LENOVO Legion Pro 5I 16IAX10-83F3002PMJ 16"" Gaming Laptop Eclipse Black (U9-275HX, 32GB DDR5, 1TB SSD, GeForce RTX5070 8GB, 16"" WQXGA OLED, Win11H, 2YW)",9799.00,"PC Image (RM 9,799.00)","PC Image: RM 9,799.00 | Lenovo Official: RM 10,077.49",2,https://store.pcimage.com.my/product/lenovo-legion-pro-5i-16iax10-83f3002pmj-16-gaming-laptop-eclipse-black-u9-275hx-32gb-ddr5-1tb-ssd-geforce-rtx5070-8gb-16-wqxga-oled-win11h-2,PC Image: https://store.pcimage.com.my/product/lenovo-legion-pro-5i-16iax10-83f3002pmj-16-gaming-laptop-eclipse-black-u9-275hx-32gb-ddr5-1tb-ssd-geforce-rtx5070-8gb-16-wqxga-oled-win11h-2 | Lenovo Official: https://www.lenovo.com/my/en/p/laptops/legion-laptops/legion-pro-series/legion-pro-5i-gen-10-16-inch-intel/83f3002pmj,https://cdn1.sgliteasset.com/pcimagee/images/product/product-7411761/cached/N2adtPWX6a11632b2f573_1779524395_webstore_listing_image1.jpg,PC Image - Lenovo,Intel® Core™ Ultra 9 275HX Processor (E-cores up to 4.60 GHz P-cores up to 5.40 GHz),NVIDIA® Geforce RTX™ 5070 Laptop GPU 8GB GDDR7,32 GB DDR5-5600MT/s (SODIMM)(2 x 16 GB),1 TB SSD M.2 2242 PCIe Gen4 TLC,"16"" WQXGA (2560 x 1600), OLED, Glare, Non-Touch, HDR 1000 True Black, 100%DCI-P3, 500 nits, 165 Hz, Low Blue Light",,,
83F3002QMJ,"LENOVO Legion Pro 5I 16IAX10-83F3002QMJ NVIDIA® GeForce RTX™ 5060 8GB/16""Gaming Laptop Eclipse Black (U7-255HX, 16GB DDR5, 1TB SSD, GeForce RTX5060 8GB, 16"" WQXGA OLED, Win11H, 2YW)",8399.00,"PC Image (RM 8,399.00)","PC Image: RM 8,399.00",1,https://store.pcimage.com.my/product/lenovo-legion-pro-5i-16iax10-83f3002qmj-16-gaming-laptop-eclipse-black-u7-255hx-16gb-ddr5-1tb-ssd-rtx5060-8gb-16-wqxga-oled-win11h-2yw,PC Image: https://store.pcimage.com.my/product/lenovo-legion-pro-5i-16iax10-83f3002qmj-16-gaming-laptop-eclipse-black-u7-255hx-16gb-ddr5-1tb-ssd-rtx5060-8gb-16-wqxga-oled-win11h-2yw,https://cdn1.sgliteasset.com/pcimagee/images/product/product-7411762/cached/Li4PkL2U6a11632b9d4c2_1779524395_webstore_listing_image1.jpg,PC Image - Lenovo,,RTX5060,8GB,8GB,"16"" WQXGA",,,
83LY004EMJ,"LENOVO Legion 5 15IRX10-83LY004EMJ GeForce RTX™ 5070 8GB 15.1"" Laptop Eclipse Black (i9-14900HX, 32GB DDR5, 1TB SSD, 15.1"" WQXGA OLED, Win11H, 2YW)",8599.00,"PC Image (RM 8,599.00)","PC Image: RM 8,599.00",1,https://store.pcimage.com.my/product/lenovo-legion-5-15irx10-83ly004emj-15-1-laptop-eclipse-black-i9-14900hx-32gb-ddr5-1tb-ssd-rtx5070-8gb-15-1-wqxga-oled-win11h-2yw,PC Image: https://store.pcimage.com.my/product/lenovo-legion-5-15irx10-83ly004emj-15-1-laptop-eclipse-black-i9-14900hx-32gb-ddr5-1tb-ssd-rtx5070-8gb-15-1-wqxga-oled-win11h-2yw,https://cdn1.sgliteasset.com/pcimagee/images/product/product-7411755/cached/FwDI1YDN6a116326ee17c_1779524391_webstore_listing_image1.jpg,PC Image - Lenovo,"i9-14900HX,",,"8GB 15.1""","8GB 15.1""","15.1"" WQXGA",,,
83F5004PMJ,"LENOVO Legion 7 16IAX10H-83F5004PMJ /16"" WQXGA OLED Laptop Eclipse Black (U9-275HX, 32GB DDR5/1TB SSD/NVIDIA® GeForce RTX™ 5070 Ti/Win11H/3YW)",13999.00,"PC Image (RM 13,999.00)","PC Image: RM 13,999.00",1,https://store.pcimage.com.my/product/lenovo-legion-7-16iax10h-83f5004pmj-16-laptop-eclipse-black-u9-275hx-32gb-ddr5-1tb-ssd-geforce-rtx5070ti-12gb-16-wqxga-oled-win11h-3yw,PC Image: https://store.pcimage.com.my/product/lenovo-legion-7-16iax10h-83f5004pmj-16-laptop-eclipse-black-u9-275hx-32gb-ddr5-1tb-ssd-geforce-rtx5070ti-12gb-16-wqxga-oled-win11h-3yw,https://cdn1.sgliteasset.com/pcimagee/images/product/product-7411754/cached/krZzkyqE6a116325c4efe_1779524389_webstore_listing_image1.jpg,PC Image - Lenovo,,NVIDIA® GeForce RTX™ 5070 Ti,32GB DDR5,32GB DDR5,"16"" WQXGA",,,
15-FA2547TX,"HP VICTUS   15-FA2547/48/49TX INTEL CORE i5-13420H/16GB D5/512GB G4/RTX3050 6GB/15.6"" FHD 144HZ/W11H/HOME24/2YW",3799.00,"PC Image (RM 3,799.00)","PC Image: RM 3,799.00 | ALL IT: RM 3,799.00",2,https://store.pcimage.com.my/product/hp-victus-gaming-15-fa2547tx-i5-13420h-16gb-d5-5200-extra-slot-512gb-g4-rtx3050-6gb-15-6-fhd-144hz-w11h-home24-2yw,PC Image: https://store.pcimage.com.my/product/hp-victus-gaming-15-fa2547tx-i5-13420h-16gb-d5-5200-extra-slot-512gb-g4-rtx3050-6gb-15-6-fhd-144hz-w11h-home24-2yw | ALL IT: https://www.allithypermarket.com.my/products/hp-gaming-victus-laptop-15-fa2547tx-15-fa2548tx-15-fa2549tx-i5-13420h-16gb-ddr5-512gb-ssd-15-6fhd-144hz-rtx3050,https://cdn1.sgliteasset.com/pcimagee/images/product/product-7408228/cached/IqQo1fPA6a113af18715d_1779514097_webstore_listing_image1.jpg,PC Image - HP,Intel® Core™ i5-13420H,NVIDIA® GeForce RTX™ 3050 Laptop GPU,16GB DDR5-5200 (1 × 16GB),512GB PCIe Gen4 NVMe M.2 SSD,"15.6"" FHD (1920 × 1080) IPS Anti-Glare",Wi-Fi 6 (2×2) + Bluetooth® 5.4,,
16-AM0166TX,"HP OMEN GeForce RTX 5050 16-AM0166TX Intel Core I7-14650HX/16GB D51TB/ 8GB/16"" 2K IPS 144HZ/W11H/BLACK/2YW",6999.00,"PC Image (RM 6,999.00)","PC Image: RM 6,999.00",1,https://store.pcimage.com.my/product/hp-omen-gaming-16-am0166tx-intel-core-i7-14650hx-16gb-d51tb-rtx5050-8gb-16-2k-ips-144hz-w11h-black-2yw,PC Image: https://store.pcimage.com.my/product/hp-omen-gaming-16-am0166tx-intel-core-i7-14650hx-16gb-d51tb-rtx5050-8gb-16-2k-ips-144hz-w11h-black-2yw,https://cdn1.sgliteasset.com/pcimagee/images/product/product-7408177/cached/x1hq2lzv6a19537a449f3_1780044666_webstore_listing_image1.jpg,PC Image - HP,Intel Core I7-14650HX,RTX 5050,16GB D51TB,16GB D51TB,16,,,
15-GA0047TX,"HP HYPERX OMEN GeForce RTX 5060 8GB 15-GA0047TX ( Intel® Core™ i7-14650HX/16GB D5/1TB/15.3"" WQXGA 180HZ/W11H/HOME24/BLACK )",6199.00,"PC Image (RM 6,199.00)","PC Image: RM 6,199.00 | ALL IT: RM 6,299.00",2,https://store.pcimage.com.my/product/hp-hyperx-omen-15-ga0047tx-intel-core-i7-14650hx-16gb-d5-1tb-rtx5060-8gb-15-3-wqxga-180hz-w11h-home24-black-2yw,PC Image: https://store.pcimage.com.my/product/hp-hyperx-omen-15-ga0047tx-intel-core-i7-14650hx-16gb-d5-1tb-rtx5060-8gb-15-3-wqxga-180hz-w11h-home24-black-2yw | ALL IT: https://www.allithypermarket.com.my/products/hp-hyper-x-omen-15-ga0047tx-laptop-i7-14650hx-16gb-ddr5-1tb-ssd-15-3-wqxga-180hz-rtx5060,https://cdn1.sgliteasset.com/pcimagee/images/product/product-7408170/cached/8WPPbCab6a194f636a503_1780043619_webstore_listing_image1.jpg,PC Image - HP,"Intel® Core™ i7-14650HX (16 cores / 24 threads, up to 5.2GHz)",NVIDIA® GeForce RTX™ 5060 8GB GDDR7,16GB DDR5 5600MHz (1×16GB),1TB PCIe Gen4 NVMe SSD,"15.3"" WQXGA (2560 × 1600) IPS Anti-Glare",Wi-Fi 6 + Bluetooth® 5.4,70Wh Li-ion Battery,
